username,rating,comment
muhibatulimamah,5,"Harganya sangat terjangkau, semua berfungsi dengan baik🤗❤️"
i*****8,5,bagus SDH bisa d pakai cuma wktunya pengiriman barang lama kurur datang sore
salametcahaya,5,"Barangnya ori dong... Rekomen buat kalian yg mau cari Speaker Bluetooth, Aku saranin di toko ini nih chat selalu di respon cepet yg paling aku suka pengiriman super cepat, hari ini pesen besok langsung datang suka deh😍😍😍
Insyaallah kalo butuh lagi bakalan order disini lagi🥰🥰❤️❤️"
2*****2,5,"Barangnya sudah di cobak..bagus,semua berfungsi dengan baik..terima kasih bnyak kak..semoga semakin lancar rezekinya karena sudah amanah..."
toxvq22f8m,5,Okelah sesuai harga dan barangnya.murah tapi lumayan lah
a*****a,5,Alhamdulillah barangnya bagus berfungsi dengan baik otw beli 2 lagi suda dikemas dong👍👍👍👍
destaniasansuari065,5,"Fitur Terbaik:lumayan
Sepadan dengan Harga:dengan harga segitu sudah lumayan banget

Barangnya sudah nyampe kemarin tapi baru unboxing sekarang. Terimakasih"
nazilmubarok694,5,"Fitur Terbaik:Alhamdulillah bagus banget
Sepadan dengan Harga:harga terjangkau"
s*****6,5,Masih kurang keras suara nya tp lumayan lah untuk karokean d kmr 😌
dianabudipalupi_,4,"Fitur Terbaik:suara keras
Sepadan dengan Harga:sepadan lah

speaker berfungsi dengan baik, kecil kecil cabe rawit, gratis microphone lumayanlah bisa karaoke di rumah, karokoe ne kapan kapan wkwkwkwk thanks seller"
hindundiana91,5,"Sepadan dengan Harga:sesuai dg harganya terjangkau...dan yg penting anak ku suka...
Fitur Terbaik:sangat baik

Terimakasih seller semoga awet terus..
Dan p.kurir terimakasih sudah mengantar sampai tujuan"
s*****u,5,"Fitur Terbaik:baguss

Bagus...puas..anak aku seneng banget
Cukup buat belajar anak

Harus sabar menunggu antrian"
a*****a,5,"Alhamdulillah barangnya sudah sampai dengan cepat
Barangnya bagus langsung dipakai👍👍👍"
n*****6,5,"Sepadan dengan Harga:murah
Fitur Terbaik:bagus

Makasih kk brg realpict dan mksih bonusannya ankq suka lain kali bisa next order lagi kk"
alvinabi899,1,"Fitur Terbaik:salon kualitas buruk banget rusak
Sepadan dengan Harga:harganya agak mahal

Salon rusak jangan di jual woi kasihan yg beli kalau gini gmn ini kualitas ajor kecewa aku .kalau bisa jangan beli di toko ini lagi ya gak amanah sm sekali."
tettytetty829,5,"Sepadan dengan Harga:pas mantap
Fitur Terbaik:sesuai dengan ekspektasi

Mikropon nya juga mantap.. bening suara nya"
roizhiyami,5,"Fitur Terbaik:lumayan
Sepadan dengan Harga:cukuplah dengan harga segitu

Lumayan untuk latihan manasik haji anak2 paud,,,, pengiriman cepat sehari sudah sampai, trima kasih seller dan kurir sdh amanah"
amanah53,5,"Alhamdulillah speaker dan mic ber fungsi dengan baik
Tapi suaranya agar kurang kenceng dikit
Tp gk papa"
halimenyaukhty117,5,"Fitur Terbaik:realpic
Sepadan dengan Harga:ccok lah

Barang aman gak da yg kocak gk da yg rusak bungkus aman meski cuman kardus dn plastik pengiriman lumayan lama sih"
nyoman1111,1,"Fitur Terbaik:sangat mengecewakan batrainya tidak bisa di pakek

Pengiriman cepat tapi barangnya tidak sesuai"
khusnul_widiyanti25,5,Sangat puas sama barangnya kak. Pengiriman cepat tidak ada yg cacat barangnya aman😍
ristina.andriati,5,Alhamdulillah s-288 speaker bluetooth portable free mic.
misbahatulkhoiriyah,5,Alhamdulillah paket nya sudah saya terima dengan baik dan aman mantul
alapalapgokil,5,Barang mendarat dengan selamat normal cukup puas dgn harga segitu ....sukses selalu
e*****i,1,"Fitur Terbaik:produk terburuk
Sepadan dengan Harga:harga murah tapi kwalitas nol

Maaf tak kasih bintang satu, soalnya produk yg di kirim mengecewakan banget. Udah gak bisa nyala tanpa di charger dan bluetooth tidak berfungsi dengan baik malah keluar suara begitu. Setidaknya kalau gak ada garansi bisa dicek dan dicoba dulu produk sebelum di kemas dan dikirim."
fashafasha283,5,"Fitur Terbaik:ok sip
Sepadan dengan Harga:sepadan dg harga

Alhamdulillah paket sdh sampe dg selamat.. terimakasih rekomend... sesuai gambar & semoga selalu amanah...berkah selalu ya kaa...."
haris1110,5,"Alhamdulillah lucu sekali speaker nya apalagi dapet sama Microvonnya, murah meriah"
salsabilap12,5,"Barang diterima dengan keadaan baik,dan seluruh nya berfungsi"
m*****a,1,"Fitur Terbaik:jangan beli disini teman teman gak amanan sdh ajukan pengembalian pun msh tertolak
Sepadan dengan Harga:mahal bobrokkkk gk berguna

Barang rongsokkan gais buat kalian ya jngan beli ditoko ini gak amanah barang gak bisa nyala speaker gak bisa masuk suara, ini barang tiject tusak bobrok yg dikirimkan gini ini mubazir ga bisa dipakai.! penipu ini gak barokah lu jualan gak tanggung jawab gua sumpahin pda kena karma yg setimpal deh"
robiahembemz,5,Paket sampai dan Alhamdulillah sebagus ini dong yaaaa ☺️☺️
b*****1,5,"Sepadan dengan Harga:kualitas sesuai dg harga
Fitur Terbaik:speaker oke

Speakernya tergolong yg cukup okee, micnya jg berfungsi yaa sepadan dg harga sebagai pengeras suara ya tnpa filter"
r*****_,5,"Sepadan dengan Harga:murah anjay

suaranyaa kerass bagusss poll"
r*****2,5,"Sepadan dengan Harga:harga murah banget sesuai kualitas next order lagi 🥰
Fitur Terbaik:sesuai gambar banget tak kira lumayan besar ternyata kecil hehe tapi gapapa anakku suka buat melatih nyanyi dapat sound +mix dan kabel USB 👍🏻"
mb.melvian.88,5,Bagus sesuai harga ya😁😁😁
tri_wahyuni87,5,"Sepadan dengan Harga:ok
Fitur Terbaik:ok

Berfungsi dengan baik,pengiriman nya jg cepat"
arjunmirna16,1,"Sepadan dengan Harga:tidak
Fitur Terbaik:barang cacat

Barang mendarat,, dan sesuai dengan yg di gambar, namun sayang stelah di buka mau coba mic ternyata socket mic nya gak ada. Akhirnya mic nya gak kepakek.. penjual di chat tak merespon."
ryandeswara,5,Mantaaap...Barang real sesuai deskripsi...berfungsi dgn baik..hrga termurah...pengiriman cepat...recommended seller...👍👍👍
picaroyya,1,"1 spiker tdk dpt digunakan 
Sdh chat penjual tidak ada respon
Tulisan tombal kebolak balik 
Krg amanah tokonya"
kissbeauty.store,5,"Fitur Terbaik:bagus suara jernih
Sepadan dengan Harga:lumayan lah harganya , tpi gak murah an bgt,, rekomendasi pokoknya..

Barang ndah nyampai bagus, aku langsung co lagi.. 
Terima kasih kakak 😊 semoga besok klo udah datang lagi bgus kayak yang pertama 🤗"
karangbaru_lombokutara,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah berkualitas

Maaf foto dan videonya tidak sesuai dengan produk.yg jelas produk nya bagus murah tapi kualitas bagus."
fatmanto13,5,"Fitur Terbaik:bagus kaka
Sepadan dengan Harga:lebih murah pastinya

Barang udh dicoba..semua berfungsi dengan baik kaka.. makasih bnyk ya kaka.. ga nyesal pesen di toko kaka.."
k*****a,5,"Barangnya bagus banget, dapet hadiah microfon juga yang kurang cuma pengemasannya. Suaranya bagus nge bass"
p*****n,5,"Suara mantap, harga murah.. sdh di coba semua berfungsi dg baik semua.
Packing sesuai pesanan beli bumble dan bumblenya tebal, klo bs di tambahkan kardus utk packing biar jauh lbh aman lagi.
Tk jual lagi semoga laris dan bs order lagi
Aamiin..."
keewike,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:bagus

Ini udah yang ke4x nya aku beli disini dan sama sekali produknya gapernah ngecewain bagus banget pokonya"
widyaokviansah,5,barang bagus dengan harga terjangkau.. anak saya suka hanya pengirimannya agak lama
rizkyamaliarozehan.,5,"Sepadan dengan Harga:semurh ini dpt brg mahal
Fitur Terbaik:rekomendasi bgt blnja dsni

Super super bagus banget dengan harga semurh itu bisa dapat barng mahal🖤"
jkgjlnaa7,5,"Sepadan dengan Harga:Barang sesuai dengan harga segitu

Kualitas terbaik, suara bagus, pokoknya ga nyesel deh beli disini.
Penjual juga amanah, sukses selalu👌"
dela_iqnatyas,5,"Fitur Terbaik:bagus sekali harga terjangkau
Sepadan dengan Harga:sesuai harganya

Sudah beli 2 kali saya sangat suka dg barangnya 😊"
iskandarnurjannah,5,Bagusss keren lumayan buat santuy dirumah biar gag sepi hehee harga murce besti keren makasiii
zalzmoch,4,"Alhamdulillah barang udah datang tapi beda agak beda sama yang di gambar yang ada di box nya
Tapi ga papalah yang penting barang nya gratisan"
n*****n,5,"Fitur Terbaik:baik
Sepadan dengan Harga:harga nya cocok"
d*****3,5,"Sepadan dengan Harga:cocok sama harga, malah muwurah banget
Fitur Terbaik:keren

Suaranya top,pengiriman aman, kurir juga rama,oke lha okoknya"
felymaulidaturrahamh,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:ya

Sangat bagus untuk di bawa kemana² juga nyaring speaker nya bagus"
usnatul13,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:iyaa

Bagus banget suka cepet ngirimnya 🥰🥰🥰"
w*****o,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:terjangkau

Speaker datang dengan kondisi aman , be fungsi dengan baik , good , dengan h g yg lumayanmurahamak.suka , semog awet"
a*****1,5,"Fitur Terbaik:baik
Sepadan dengan Harga:ekonomis

Produk sesuai pesanan
Packing aman
Produk berfungsi dengan baik
Pengiriman cepat
Terimakasih"
0jfe0wi4ea,5,"Sepadan dengan Harga:melebihi ekspetasi

Saking senengnya sampek gak sempet foto fokus ngevideo terus
Alhamdulillah dapat yang suaranya jernih
Sempet ragu karna wkt liat review ada yang dapet nggak jernih
Sengaja beli buat anak karna anaknya seneng sama lagu dan mic
Gak ada cacat/kekurangan apapun
Thanks"
aisyahnuraini0906,5,Alhamdulillah paketnya mendarat di tangan dengan aman tanpa kerusakan. Packing juga rapi dan bersih. Murmer. Recommended lah pokoknya. Makasih seller. Semoga lancar terus usahanya. Aamiin 🤲
muzawir000,4,"Fitur Terbaik:bagus
Sepadan dengan Harga:sesuai dg barang"
dedesucii,5,"Fitur Terbaik:barang sudah sampe lumayan dengan harga segitu sudah bisa karaoke

pertahankan kualitas buat mas kurirnya trimakasih sudah langganan .."
d*****n,5,"suara nya bagus banter banget meskipun sound nya mini tapi jangan di ragukan lagi, suara mic nya juga oke banget bisa karaokean di rumah kalo begini"
nailynely,2,"Fitur Terbaik:sudah rusak
Sepadan dengan Harga:sesuai harga

dalemnya speaker sudah protol...lampunya aja yg nyala.
speaker dan mikc nya tdk bisa nyala
pdhl pembelian pertma kali oke"
dhilastorebima,5,"Alhamdulillah paketan sudah sampai dengan aman. Kualitas sesuai harga, semoga buyers ku suka. Semoga bisa jadi langganan ya kak. Terima kasih🙏🏻"
shint4_seph14,5,Alhamdulillah barangnya bagus ga cacat jadi seneng kali beli disini
reynevidelia,5,Paketnya uda dtg. Maaf br kasih nilai. Paking rapi. Pengiriman cepat yaa. Gk sempat vidio. Pokoknya barang nya normal. Suara jg enak.
buditantoyo,5,Barang bagus. Pengiriman cepat. Respon penjual bagus. Suka pokoknya🙂😊👍
romlanlan043,1,"Pesen tanggal 9 datang tanggal 16,,udah sampai barangnya rusak ,,,maaf hanya bintang 1"
rizkygivankeyllaariani,5,Bagus terimakasih.. tp pesan sy seblm dipacking dicek dulu.. Krn sy terima kondisi spiker nya hidup.. jd panas dia spikernya 🙏🙏
hud43l0k,5,"Sepadan dengan Harga:sesuai harga bos pkokx g ngecewain blanja di toko nie tank bos Que
Fitur Terbaik:sangat baik"
jihanluthfiah15,4,"Paket komplit.. 
Mic ✅
Speaker✅
Kabel USB✅
Bisa dengerin radio pake tombol ""mode"" ✅
Bisa karaokean✅
Bisa dibawa kemana2✅
⛔Sayangnya micnya sama kabel USB nya kalau nggak dipasang sampek masuk nggak bisa digunain"
aniesyanie,4,"Bagus la ya dg harga segitu.

Berfungsi dengan baik hanya sayang bonus mix ny ngajak gelud td pas nyampe dicoba berfungsi smua dg baik stelahny lgsg ko mic ny 😅😅😅 mgkn cz bonus kali ya"
vievahamdani,5,"Produk bagus tidak ada yang cacat
Sempurna
Anak saya suka sekalii"
vievahamdani,5,"Produk bagus sekali
Normal semua
Anak saya suka sekali
Trims"
nurfaridasteel,5,"Sepadan dengan Harga:siip murah tp GK murahan
Fitur Terbaik:keren..... suaranya GK gembret

Top markotop pokoknya toko e amanah 👍👍👍👍👍"
antonprasetyoaribowo,5,"Produk baik pengiriman cepat,"
arsyahibrahim,5,Terimakasih pesanan nya sudah sampai...brng bagus murah dan brfungsi dg baik... pengiraiman jd cpt... tanks yaa..
dealovaaja,5,Bagus mantap suaranya dengan harga yang murah belum tentu yang murahan...bisa menemani hari😁😁😁
choyum,1,"Sepadan dengan Harga:murah
Fitur Terbaik:buruk

koneksi buruk.. suara putus2. padahl sinyal.ok. tp pas k salon lwat Bluetooth putus2"
h*****a,5,"Makasih paketnya sudah datang, anak2 senang, semoga awet."
arkhanwiratama473,5,"Pesanan sdh smpai, barangny cukup bagus untuk harga segitu."
b*****n,5,"Pesanan sudah datang, packing rapi, barang berfungi dengan baik.
Terima kasih."
meibunga364_25,4,"Sepadan dengan Harga:mahal

terimakasih brgnya uda nyampai"
t*****t,5,"Fitur Terbaik:speaker kraoke
Sepadan dengan Harga:murah

Hrga murah n sesuai pesanan.. Pngriman cepat, kurirnya juga ramah.. Belum di coba tpii semoga aja bagus n tidak mngecewakan.."
agussiti882,5,"Pengiriman cepat,kemasan rapi,harga murah,volume bas oke banget,sukaaaaaa"
a*****h,5,"Kecil tapi suaranya mantap, harga terjangkau ada micnya juga"
yogipraesa123,5,"mantap deh ..barang terjamin aman no tipu²..
amanah ..dan pastinya cocok buat karaokean"
evaaswara11,5,Mantap jaya... Pengemasan rapi aman pol👍
apriliaafida,3,"Sepadan dengan Harga:sesuai
Fitur Terbaik:bik"
r*****i,4,"Fitur Terbaik:pokok e apik
Sepadan dengan Harga:yes

Apikk poll"
mnuryanto697,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah bngt hrga segitu

Murah bngt hrga segitu udah bisa nyetel musik kroke
Gak nyesel sih dngn hrga  segitu trima ksh 🙏"
neysaamel552,5,Sepadan dengan Harga:murah dan terjangkau
idaneoko,5,"Sepadan dengan Harga:murah
Fitur Terbaik:bagus"
umamk0546,5,"Mantaap,  kiriman cepet,  pakai buble wrap lagi,  pelayanan ramah dan oke banget. Laris terus ka tokonya. Amiin"
s*****5,5,"Sepadan dengan Harga:murah tapi ga murahan
Fitur Terbaik:berfungsi dengan baik

Bagusss bgt,  waktu ngecekk jg suaranya keluar.  Smoga awett dan tahan lama😋😍
Thx u kak^^"
wiwithariyaulfa,5,"Fitur Terbaik:baik
Sepadan dengan Harga:baik

bagus, semoga awet"
bagusketutsetiawan,5,"Barang sdh sampai dengan selamat dan sesuai dengan pesanan,barangnya bagus dan suaranya jg bagus terima kasih shopee"
h*****3,4,"Fitur Terbaik:berfungsi dengan baik
Sepadan dengan Harga:ya lumayan untuk harga segitiu"
kharisfamilysby,5,"Fitur Terbaik:sound
Sepadan dengan Harga:siip

Terima kasih...speaker n mic sudah nyamp dengan baik"
a*****i,5,"Sepadan dengan Harga:sepadan
Fitur Terbaik:suara jelas nyaring

Lumayan bagus ya, berfungsi dengan baik
Maaf kelupaan konfirmasi"
rkqmvbjcnf,5,"Sepadan dengan Harga:maksimal
Fitur Terbaik:semua fitur aktif moga awet"
85ejxj9b49,5,Barangnya sangat memuaskan realpict banget trimakasih seller🙏🙏
e*****o,5,Recommend seller...bagus banget untuk harga segitu...
dwi123ajha,5,0rderan kedua komplit tidak kurang suatu apapun berfungsi dengan baik semoga awet
shofiilmiya,5,"Fitur Terbaik:Bagus
Sepadan dengan Harga:terjakou

Kualitas bagus dan harga terjakou pengiriman cepat dan pemilik toko juga ramah jangan ragu untuk beli di toko ini barang berfungsi dengan baik dan kulir juga ramah"
_novitalaila,5,"Fitur Terbaik:bagus

Baik baguss................."
vinsha_alaufaa,1,Apes nih dpt barang yg gk fungsi .. bluetoothnya gak terdeteksi jd gk bisa pairing ke hp ..
heriskurnia08,4,sound.nya bagus sih cuma tombol mic.nya bermasalah tp masih bisa d pake...
h1pvakit3s,1,"Asli pertama chek out di toko ini ga bisa sama sekali di gunain .
Cari Chanel radio pun ga bisa dapet sinyal padahal disini sinyal nya bagus banget .
Dan ini aneh nya knpa ga bisa di return barang .
Jadi nya mubazir banget ."
kulo_nwrqlbi,5,
ferytjahyoss,5,"Uda dibuka ,diVidio sesuai permintaan,semua nya bagus,tapiiiiiiiiiiiii semua suaranya ko ngak bisaaa keluar,😔😩kecewaa loo,aku retur yaa"
gp5cf_4j4q,5,"Sepadan dengan Harga:sangat sepadan
Fitur Terbaik:fitur bagus .. pengiriman cepat ..  cuma pinggir nya speaker agak terbuka sedikit tpi gk pp lah sudah di lem pake alteco .. bagus 👍👍👍👍👍"
serlysintianahanggitasar,4,"Sepadan dengan Harga:dengan harga sgitu ngebass banget 👍 mantul

Bagus, tidak mengecewakan. Semoga awet"
masjoe.96,1,"Fitur Terbaik:sangat mengecewakan
Sepadan dengan Harga:tidak

Barang baru datang kemarin sore & langsung di charge. Tapi pas baru di coba gak bisa terhubung via bluetooth. Pernah terhubung 1x tapi suaranya macet2. Udah coba pake kabel usb tapi gak terhubung juga. Dari kemarin udah ngasih keluhan sama penjual tapi sampai sekarang gak ada respon"
syaqiladaffanurwan,2,Pas DTG aku cobak mix nya bisa kedua pake memory bisa tapi pas aku sambungkan ke blutoot eee seret seret patah aku kira belum di cass aku cass lah pas aku cobak lagi ee gak bisa 🙏😭cobak sebulum di kirim salonnya di cek baik baik miskipun 50 rbu tapi lumyan lah kk bagi kita aku tau sesuai harga 😩
khaniffrhhh_,5,Baguss untuk harga segitu suara juga jernih
prakas226,5,Speaker normal alhamdulillah datang dengan selama.. Walaupun penjual lama balesnya.. Tapi terimakasih..
nikomangarleni1234,1,"Blutut tidak dapat tersambung, ajukan pngembalian brang dan dana di tolak, padahal saya udah 15 x bli di toko ini, sekarang barang tidak berfungsi dikirim"
umamk0546,5,"Terima ksh speaker sdh sampai. Barang bagus, murah dan pakai buble wrap. Lancar terus. Semiga laris manis ka tokonya"
novalinda717,5,"Sepadan dengan Harga:wort it sii
Fitur Terbaik:menarik"
novadedih2702,5,"Fitur Terbaik:baik
Sepadan dengan Harga:lumayan

Sudah sampai kak terimakasih ya 🙏🏻"
viietzndhel,2,"Packingnya asal gk pakek bublewrp jdi dlmnya hancur speakernya lepas  untung bisa di prbaiki sndiri,lainkali di perhatikan"
kesna_kenzy081218,1,"Speaker bluetooth nya rusak gak bisa bunyi sama sekali, kabelnya putus."
dwirahayu1701,4,"Alhamdulillah pket sdh sampai,pengiriman cpt,pengemasan rapi ,barang sesuai ,tpi sayang mic nya pecah sedikit lain kali tolong diperhatikan ya seller ,makasih anak ku suka 🙏🙏🙏,kurir ramah"
sogleng,5,"Respon penjual cepat,ramah,pngiriman cepat,kurir ramah,brang bagus ,sesuai,MANTAP...TRMKSIH...👍⭐⭐⭐⭐⭐🙏"
m*****2,5,"Fitur Terbaik:baik, bagus harga terjangkau
Sepadan dengan Harga:bagus

Respon penjual bagus, barang ori pengiriman cepar"
rxcmfkx35b,5,"Sepadan dengan Harga:iya
Fitur Terbaik:bagus

Bagus sesuai gambar berfungsi salonnya makasih seller"
liliksutrainisutraini,5,"Speakernya bagus suara terang mic juga bagus pokok amana,respon cepat pengiriman juga cepat."
h*****7,4,"Fitur Terbaik:baik

Sound nya banter nggk kalah sama yang mahal😁"
n*****w,5,"thank youuuu, barangnya lucu banget bisa dibawa kemana2 hihi"
nurul01051989,5,Bagus...oke....tmen2 q pada suka.....suara bagus....free mix lg...cuepet bnget pengrimannya....ok....makasih ya....penjual...brang...kurir top bgt....
budiono635,5,"Sepadan dengan Harga:sepadan

Paket sudah sampe,dr 3 pesanan yg gk befunsi cuma mic 1, lainnya normal jaya"
arisawidya,4,"Blum bisa kasih real review karna barang dikirim ke rumah ortu. Blom tau kualitasnya ... Tp pengiriman cepat, pengemasan baik dan harga murah bgt. Semoga berfungsi baik..."
s*****k,3,"Paket baru dibuka, speaker dalem udah lepas, pantes suaranya gak keluar. Abis saya bongkar, ternyata mur di speaker dalem yang harusnya 4, cuma ada 1, lepas pula, kabelnya juga putus 1.
Mungkin awalnya udah dipasang murnya, tapi cuma 1, kebanting di perjalanan, lepas deh, kabelnya putus juga deh. Jadi buang waktu dan tenaga buat benerin."
a*****a,5,Bagus banget Uda 3x beli selalu memuaskan pengiriman juga cepat bagus banget deh pkoknya😍😍😍
tantrik_khusnul.k,5,"Fitur Terbaik:baik
Sepadan dengan Harga:oke lah

Sippppp"
l*****8,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:harga terjangkau

Alhamdulillah...paket sudah sampai dengan baik. Semua alat berfungsi dengan baik,,Terimakasih"
nuriljanuaris,5,Barang berfungsi dengan baik.
w4hyusetiyono,1,"Barang sangat dan sangat mengecewakan sekali Bluetooth nyala tapi gak ada suaranya.....

Saya sangat kecewakan

Jangan beli  nanti menyesal"
aleta_humaira,5,"Produk berfungsi dengan baik..
Sesuai dengan deskripsi.. 
Semoga awet.."
345celluler,5,"Bagus sih ini, sesuai ekspektasi. Sampai dengan aman."
exyd4hkbhe,5,
aly_branata37,5,"Fitur Terbaik:mungil bagus ,,
Sepadan dengan Harga:sepadan lah dengan harga

Good👌👌👍👍👍 ter the best"
khozinur_r,5,"Muantabbbb sesuai pesanan berfungsi dng baik
Pengiriman sangat cepat"
fkrrohma,5,"Bagus bangeet lamaa keren suaranya merdu wkwkw, tp kecilnya ternyata speaker nya kukira yg gede, wkwkw"
dore_zibond,4,Kualitas sesuai harga lah😄😄     buat di kamar ok
zf6qlexagp,5,"Sepadan dengan Harga:mantap
Fitur Terbaik:mantap cocok sama harganya

Pengiriman cepat respon penjual juga cepat. Makasih semua."
pnodz391,4,Kualitas baik sesuai harga mantap cuma micnya ya sesuai harga sih .... Terima kasih
wahyupamungkas008,5,"Fitur Terbaik:BAIK SEKALI
Sepadan dengan Harga:Kualitas Oke

Packing Oke, Kualitas Oke, Harga Oke"
andikakesen,4,"Pengeriman cepet. Harga segini wortit lah. Buat lucu""an pas nongkrong sama temen"
sutinawatisutinawati048,5,"Fitur Terbaik:suara jelas produk ok

Produk sesuai pesanan, pengiriman cpt dan ramah"
amaliamarthasantosa,5,"Produk sudah dicoba, speaker dan mic berfungsi. Volume cukup nyaring. Packaging aman seller amanah pengiriman cepat. Semoga awet. Thanks"
div4_4yu,5,"Sepadan dengan Harga:ok
Fitur Terbaik:ok

barang bagus,sesuai deskripsi. rekomended,buat blanja d toko ini🙏🙏🙏"
c.shop.id,5,Sesuai yang diharapkan 💕suka bangetttt cepet juga pengiriman nyaaa😌😌 nextt mau pesen lagiii😁😁
hendrik.ep_79,5,Produk nya bagus ringan pula gak sampai 2 hari cucok meong buat hadiah
,3,"Fitur Terbaik:biasa
Sepadan dengan Harga:sepadan

barang kurang baik, ada sesuatu komponen yang terlepas di dalam"
n*****h,5,Qbarang berfungsi dengan baik. Terimakasih seller. Terimakasih abang kurir.
aprillia_indah30,5,"Alhamdulillah pesanan datang.. 
Bagus dan realpict.. 
Terima kasih"
auliaaya02,4,Barang nya bagus tpi sayang pengirimannya lama...
dela_iqnatyas,5,"Fitur Terbaik:sangat suka
Sepadan dengan Harga:harga menyesuaikan dg kualitasx

Sangat bagus"
2ref5x_0ey,4,"Fitur Terbaik:Baik
Sepadan dengan Harga:Cocok

Tp kabel USGx ga ad.. Cuma mixropon dn spekerx.. Tp ga pp lah, kabel casan hp juga msuk koq.. 😩 😂 Terimakasih.."
vikianrran,5,"Fitur Terbaik:sangt baik
Sepadan dengan Harga:bagus sekali untuk mengisi waktu gabut

Sngt amanh semoga awet"
j*****d,5,"Sepadan dengan Harga:Murah tapi kualitas nya bagus sesuai dengan harganya

Suaranya jozz"
yeninafdan,4,"Sesuai dengan harganya, lumayan lah, dengan harga segitu"
ferikhan,5,"Sepadan dengan Harga:murah tapi tidak murahan
Fitur Terbaik:joss"
h*****a,5,Sudah di terima pengemasan rapi. cepat seller ramah. Barang sesuai trimakasihSudah di terima pengemasan rapi. cepat seller ramah. Barang sesuai trimakasihSudah di terima pengemasan rapi. cepat seller ramah. Bagus sekali temperglassnya  trimakasih
20windha,4,"Fitur Terbaik:suara oke
Sepadan dengan Harga:murce untuk mainan anak lah

Maaf fotonya nggak ada .tp sudah oke semua"
hamidah06032017,5,"Fitur Terbaik:sangat baik
Sepadan dengan Harga:sangat sesuai

Kualitas sangat baik dengan harga segitu lumayan bisa buat mainan anak"
f*****4,5,"Paket sudah sampai alhamdullillah cukup memuaskan,, pengemasan paketnya juga cukup rapi... 
Sukses trus dagangnya..."
faizahputri132,5,Alhamdulilah barangx bagus dn cepat pengirimanx anku suka👍👍👍
579aku,5,Alhamdulillah paket sudah sampai... Terimakasih speakernya bagus gak ada lecet sama sekali
felymaulidaturrahamh,5,"Fitur Terbaik:baik
Sepadan dengan Harga:iya

Barang nya bagus,saya suka karna bisa dibawa kemana²"
didik_ristiawan,4,"Fitur Terbaik:lumayan

pengiriman kurang puas"
en92nawa,5,Brg SMP dg slmt....suara Joss...kecil2 menggelegar😄
isnacindy,5,Alhamdulillah sudah sampai ... produk berfungsi dg baik ... makasiih seller... Barokallah
mohamadqorial,5,"Lumayan dengan harga terjangkau dilengkapi dengan mic,,,anak saya senang sekali,,,"
ayundaaida,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah dong

Alhamdulillah.. Baik dengan seharga segitu bisa dapat salon antik hehe"
retnokamdi123,5,"Fitur Terbaik:bagus

Mudah2an awet y."
rhydl14,5,"Paket dtg dengan selamat 😍 isinya lengkap, speaker,mic semua berfungsi dengan baik😍 sangat wort it buat harga segitu 😍"
shoimah_31,4,"Sepadan dengan Harga:sepadan dengan harganya tapi sekarang kok sudah rusak ya kk..
Fitur Terbaik:Alhamdulillah barang datang dengan baik"
t*****i,3,"Thank kak spikernya udah datang tapi, untuk kualitas nya si sebanding sama harga dan harapannya bisa tahan sampai lama"
fandi_almahira05,4,"Sepadan dengan Harga:barang Baik aman

Sesuai dg Harga. Bisa langsung dipakai."
momon80,5,"Sepadan dengan Harga:harga tergolong murah.
Fitur Terbaik:untuk media bluetooth. dan microphone. pembelian kedua

Ada harga ada kualitas. Terima kasih."
h*****a,5,"Fitur Terbaik:oke
Sepadan dengan Harga:sepadan

Pengiriman cepat, packing standar, terimakasih seller..........."
syarifudhin976,5,"Fitur Terbaik:sangat bagus

Untuk hrg segitu sangat bagus lah mantap suaranya ok kurirnya sopan sekali"
utariningtiyas,5,Barang bagus sesuai pesanan packing rapi pengiriman cepat kurir juga ramah 👍
10nafa123,5,"Fitur Terbaik:baik
Sepadan dengan Harga:murah

Barang sesuai ada mix nya...mantab respon cepat pengiriman cepat."
4ap9safkcq,5,"kwalitas barang sesuai harga,bersahabat di kantong,,,pengiriman cepat"
f*****2,5,"Fitur Terbaik:recommended
Sepadan dengan Harga:recommended

pengiriman cepat, bagus, dan sangat bagus sekali . terimakasih"
caramel_latte13536,4,"Fitur Terbaik:barang sampai lebih cepat, mantaabbss.. keadaan barang baik..
Sepadan dengan Harga:sepadan dengan harganya sipp

Pengiriman cepat    sat set sat set.. Pelayanan di chat jugak baik.. Dari segi tampilan lumayanlah.. Untuk penggunaan masih belum tau hihihi.."
mawarmawar955,5,"Fitur Terbaik:bagus
Sepadan dengan Harga:murah tapi berkualitas

Belum di buka karna titipan teman saya ... Trimakasih udah ke.3x nya beli di sini n sangat puas  .."
marsiyati1717,5,Alhamdulillah pket sudah sampai trimakasih
annyernitaandini,4,"Fitur Terbaik:bagus
Sepadan dengan Harga:iya

Bagus, real pic swara ok lah dengan hrga sgitu, mkasih seller ya mendarat dengan aman"
